"","Credit_Limit","Income_Category","Customer_Age","Total_Trans_Ct","Months_on_book","Gender","Education_Level","Marital_Status"
"5884",2787,"Less than $40K",31,89,17,"F","Graduate","Single"
"5885",1867,"$80K - $120K",50,70,45,"M","Post-Graduate","Married"
"5888",4640,"$40K - $60K",40,70,30,"M","Post-Graduate","Single"
"5889",2712,"Less than $40K",47,82,29,"F","High School","Married"
"5892",1438.3,"Less than $40K",53,86,43,"F","College","Married"
"5895",2639,"Less than $40K",43,85,31,"F","Graduate","Married"
"5896",2338,"Less than $40K",59,69,48,"F","High School","Married"
"5897",2774,"Less than $40K",51,91,40,"F","Graduate","Married"
"5900",2317,"Less than $40K",35,71,23,"F","Graduate","Single"
"5901",2239,"Less than $40K",55,73,43,"F","College","Divorced"
"5902",2225,"Less than $40K",41,84,32,"F","College","Married"
"5903",1519,"Less than $40K",51,73,41,"F","Graduate","Single"
"5905",2141,"Less than $40K",51,64,35,"F","Graduate","Married"
"5906",2616,"Less than $40K",43,63,29,"F","High School","Married"
"5907",5494,"Less than $40K",39,81,25,"F","Graduate","Divorced"
"5909",2092,"Less than $40K",47,80,36,"F","Uneducated","Single"
"5910",6606,"$60K - $80K",44,68,36,"M","High School","Single"
"5913",7075,"$60K - $80K",56,75,36,"M","Graduate","Single"
"5914",4274,"$40K - $60K",44,60,40,"M","College","Single"
"5915",2317,"Less than $40K",47,89,31,"F","High School","Single"
"5917",2888,"$80K - $120K",47,75,37,"M","High School","Married"
"5928",3881,"$40K - $60K",49,66,44,"F","High School","Married"
"5935",11964,"$80K - $120K",52,85,43,"M","Graduate","Married"
"5937",33142,"$80K - $120K",46,63,36,"M","College","Married"
"5938",34516,"$120K +",40,73,36,"M","High School","Single"
"5940",2732,"Less than $40K",29,85,25,"F","Graduate","Married"
"5941",1687,"$80K - $120K",50,82,45,"M","High School","Divorced"
"5943",5773,"$120K +",40,71,36,"M","Uneducated","Single"
"5945",3976,"Less than $40K",35,75,30,"F","Doctorate","Married"
"5946",2679,"Less than $40K",55,85,36,"F","College","Single"
"5948",1536,"$40K - $60K",53,78,47,"F","High School","Single"
"5949",2375,"$40K - $60K",46,66,37,"M","High School","Married"
"5950",2719,"Less than $40K",50,65,42,"F","High School","Married"
"5951",3369,"$40K - $60K",53,78,45,"F","Graduate","Divorced"
"5952",3173,"Less than $40K",58,75,36,"F","Graduate","Single"
"5955",2258,"Less than $40K",56,72,46,"F","Uneducated","Single"
"5956",2423,"$40K - $60K",48,74,43,"M","Graduate","Married"
"5957",2376,"Less than $40K",55,79,37,"F","High School","Single"
"5958",1690,"Less than $40K",38,69,28,"M","Graduate","Single"
"5960",2996,"Less than $40K",52,66,34,"F","Graduate","Single"
"5962",34516,"$80K - $120K",48,71,38,"M","Uneducated","Divorced"
"5965",1438.3,"Less than $40K",38,84,30,"F","High School","Single"
"5966",11362,"$120K +",44,61,39,"M","Uneducated","Divorced"
"5970",9117,"$40K - $60K",51,75,45,"F","Graduate","Married"
"5972",8787,"$60K - $80K",51,75,37,"M","High School","Married"
"5973",27436,"$60K - $80K",40,81,36,"M","Graduate","Married"
"5974",2195,"Less than $40K",65,65,53,"F","Doctorate","Single"
"5975",13734,"$80K - $120K",46,67,34,"M","College","Married"
"5976",2731,"$60K - $80K",45,66,34,"M","Graduate","Married"
"5977",2453,"$80K - $120K",49,66,45,"M","Graduate","Single"
"5979",2644,"$40K - $60K",41,72,35,"F","High School","Married"
"5981",4575,"$60K - $80K",41,64,36,"M","Graduate","Married"
"5982",4860,"Less than $40K",51,80,45,"F","College","Single"
"5983",1438.3,"Less than $40K",46,66,40,"F","Graduate","Married"
"5985",1438.3,"$40K - $60K",39,82,36,"M","Uneducated","Married"
"5986",24512,"$60K - $80K",46,78,36,"M","Uneducated","Single"
"5988",21430,"$80K - $120K",63,57,55,"M","Graduate","Single"
"5989",34516,"$120K +",50,65,38,"M","Graduate","Married"
"5990",1438.3,"$40K - $60K",37,86,27,"M","Uneducated","Married"
"5991",2800,"Less than $40K",33,83,36,"F","Doctorate","Single"
"5992",3117,"$60K - $80K",44,85,36,"M","Post-Graduate","Married"
"5993",2558,"$80K - $120K",44,78,34,"M","Uneducated","Married"
"5997",3147,"Less than $40K",47,82,36,"F","Graduate","Married"
"6000",2712,"Less than $40K",49,74,40,"F","Graduate","Single"
"6001",1438.3,"Less than $40K",59,81,51,"F","College","Married"
"6002",3281,"$120K +",39,69,36,"M","High School","Married"
"6004",2469,"Less than $40K",39,74,26,"F","Graduate","Single"
"6007",2763,"$60K - $80K",34,69,36,"M","Graduate","Married"
"6008",2081,"Less than $40K",49,87,35,"F","Uneducated","Married"
"6010",1737,"Less than $40K",56,78,38,"F","Graduate","Single"
"6015",2684,"Less than $40K",37,85,36,"F","Graduate","Single"
"6016",2151,"$40K - $60K",48,86,38,"F","High School","Married"
"6017",2749,"$60K - $80K",52,90,37,"M","College","Single"
"6018",1980,"Less than $40K",44,69,31,"F","High School","Single"
"6020",1438.3,"Less than $40K",45,76,34,"F","Graduate","Married"
"6030",3650,"$60K - $80K",44,81,34,"M","Uneducated","Divorced"
"6034",13324,"$80K - $120K",46,76,33,"M","Uneducated","Married"
"6040",1770,"$80K - $120K",40,83,36,"M","Uneducated","Married"
"6042",2170,"Less than $40K",46,79,35,"F","High School","Single"
"6045",5363,"Less than $40K",65,63,54,"M","College","Single"
"6046",3206,"Less than $40K",50,82,43,"F","Doctorate","Single"
"6048",2566,"$40K - $60K",61,73,53,"F","Post-Graduate","Married"
"6049",1438.3,"$40K - $60K",35,73,25,"F","Graduate","Married"
"6051",2700,"$40K - $60K",45,75,34,"F","Graduate","Single"
"6053",4332,"Less than $40K",43,84,31,"F","Uneducated","Divorced"
"6055",1783,"Less than $40K",41,76,26,"F","Graduate","Single"
"6056",11761,"$60K - $80K",42,73,26,"M","Graduate","Single"
"6057",2340,"Less than $40K",52,68,36,"F","High School","Single"
"6058",2859,"Less than $40K",45,79,32,"F","Uneducated","Single"
"6059",2523,"$40K - $60K",37,76,36,"M","High School","Married"
"6060",4776,"$40K - $60K",48,60,34,"M","Post-Graduate","Married"
"6061",2697,"Less than $40K",59,58,36,"F","Graduate","Married"
"6062",3542,"Less than $40K",57,71,36,"F","High School","Married"
"6068",30976,"$60K - $80K",49,69,37,"M","Doctorate","Single"
"6069",2810,"$60K - $80K",43,97,36,"M","High School","Married"
"6071",8997,"$40K - $60K",44,62,34,"M","High School","Single"
"6072",2002,"Less than $40K",57,73,52,"F","Uneducated","Single"
"6073",4998,"$60K - $80K",55,61,36,"M","Post-Graduate","Single"
"6074",2310,"Less than $40K",37,77,36,"F","Post-Graduate","Married"
"6075",3892,"$40K - $60K",54,74,36,"F","High School","Married"
"6076",2345,"$60K - $80K",34,69,25,"M","Uneducated","Married"
"6077",2135,"$80K - $120K",50,77,45,"M","Graduate","Single"
"6079",3397,"Less than $40K",50,75,36,"F","High School","Married"
"6080",19719,"$60K - $80K",49,73,39,"M","Doctorate","Married"
"6082",31733,"$120K +",52,53,36,"M","High School","Married"
"6085",2775,"Less than $40K",50,84,38,"F","High School","Single"
"6088",19838,"$80K - $120K",46,68,36,"M","Graduate","Married"
"6090",2284,"$40K - $60K",51,86,46,"F","Uneducated","Single"
"6091",11535,"$60K - $80K",42,67,36,"M","Doctorate","Single"
"6093",30186,"$60K - $80K",58,74,49,"M","High School","Single"
"6096",4038,"Less than $40K",51,68,39,"F","High School","Single"
"6097",2078,"$80K - $120K",56,82,36,"M","Graduate","Single"
"6098",1571,"Less than $40K",51,74,36,"F","Graduate","Married"
"6099",4726,"$80K - $120K",43,91,24,"M","College","Married"
"6101",34516,"$80K - $120K",48,78,36,"M","College","Single"
"6102",1438.3,"$40K - $60K",56,77,45,"M","Graduate","Married"
"6106",2679,"Less than $40K",44,78,31,"F","College","Married"
"6107",34516,"$80K - $120K",54,87,42,"M","Post-Graduate","Single"
"6108",3378,"Less than $40K",48,81,37,"F","Graduate","Married"
"6109",1793,"$40K - $60K",34,88,25,"M","High School","Single"
"6110",2228,"Less than $40K",59,75,49,"F","Graduate","Divorced"
"6111",2577,"$40K - $60K",41,75,22,"F","College","Single"
"6117",7201,"$40K - $60K",49,76,39,"F","Graduate","Married"
"6118",1883,"$80K - $120K",49,89,43,"M","High School","Single"
"6119",3308,"Less than $40K",42,85,36,"F","Graduate","Single"
"6120",2022,"Less than $40K",65,65,55,"F","College","Single"
"6121",8597,"Less than $40K",43,78,23,"F","Graduate","Married"
"6124",3400,"$40K - $60K",39,90,28,"F","High School","Divorced"
"6125",2405,"$40K - $60K",48,79,40,"F","High School","Divorced"
"6127",8241,"$80K - $120K",44,79,37,"M","College","Married"
"6128",1438.3,"$40K - $60K",53,92,36,"F","Graduate","Married"
"6130",2359,"Less than $40K",41,78,36,"F","High School","Married"
"6131",1790,"Less than $40K",47,87,39,"F","Post-Graduate","Married"
"6133",3624,"$80K - $120K",40,82,36,"M","High School","Single"
"6134",1438.3,"Less than $40K",42,70,36,"F","Graduate","Married"
"6135",2901,"$40K - $60K",39,78,31,"F","College","Married"
"6136",9759,"Less than $40K",41,77,31,"F","College","Married"
"6137",2525,"Less than $40K",57,78,36,"F","Post-Graduate","Married"
"6138",2737,"Less than $40K",60,86,48,"F","High School","Divorced"
"6139",19262,"$80K - $120K",51,85,36,"M","Graduate","Married"
"6142",2706,"$60K - $80K",63,64,51,"M","College","Single"
"6143",3263,"$40K - $60K",49,69,40,"F","High School","Married"
"6145",8169,"$80K - $120K",51,70,40,"M","High School","Married"
"6146",3276,"$40K - $60K",46,76,38,"F","College","Divorced"
"6149",1438.3,"Less than $40K",34,82,24,"F","Uneducated","Single"
"6153",1636,"$80K - $120K",41,73,36,"M","High School","Divorced"
"6154",1449,"Less than $40K",48,50,38,"F","Graduate","Married"
"6155",1513,"Less than $40K",45,71,38,"F","Graduate","Married"
"6157",4120,"Less than $40K",46,81,38,"F","Doctorate","Divorced"
"6159",2016,"Less than $40K",45,82,33,"F","Graduate","Single"
"6161",3511,"Less than $40K",40,82,35,"F","Graduate","Married"
"6162",2751,"$60K - $80K",45,75,37,"M","Post-Graduate","Divorced"
"6163",2426,"Less than $40K",34,81,36,"F","High School","Divorced"
"6164",12230,"$80K - $120K",44,76,36,"M","Graduate","Married"
"6165",7328,"$60K - $80K",42,79,33,"M","Graduate","Single"
"6167",3046,"$80K - $120K",42,77,36,"M","Graduate","Single"
"6169",16207,"$80K - $120K",52,83,41,"M","College","Married"
"6171",5950,"Less than $40K",47,66,34,"F","College","Single"
"6174",2902,"Less than $40K",51,74,36,"F","High School","Single"
"6175",1585,"Less than $40K",47,80,38,"F","College","Married"
"6176",2899,"Less than $40K",47,68,36,"F","High School","Single"
"6181",15525,"$40K - $60K",49,78,36,"M","Post-Graduate","Single"
"6182",2118,"Less than $40K",35,60,29,"F","Graduate","Single"
"6183",2275,"$40K - $60K",34,88,25,"F","Graduate","Married"
"6184",2601,"Less than $40K",59,62,48,"F","College","Single"
"6185",4642,"$80K - $120K",52,72,41,"M","High School","Single"
"6186",1438.3,"Less than $40K",58,82,46,"M","Doctorate","Single"
"6188",2636,"Less than $40K",59,83,52,"F","Graduate","Single"
"6189",3743,"$40K - $60K",50,71,42,"F","Doctorate","Single"
"6190",1438.3,"Less than $40K",49,82,41,"F","Graduate","Single"
"6193",3900,"$40K - $60K",52,81,33,"F","Post-Graduate","Married"
"6194",6236,"Less than $40K",38,84,31,"M","Uneducated","Married"
"6198",2033,"Less than $40K",55,82,38,"F","Graduate","Married"
"6200",1511,"Less than $40K",57,87,51,"F","High School","Married"
"6202",4010,"Less than $40K",65,61,55,"F","High School","Single"
"6203",1669,"Less than $40K",55,69,44,"F","Uneducated","Married"
"6207",1978,"Less than $40K",39,59,30,"F","College","Married"
"6208",1438.3,"Less than $40K",37,73,27,"F","College","Married"
"6209",1606,"Less than $40K",55,76,46,"F","Graduate","Married"
"6210",2406,"Less than $40K",46,89,29,"F","Doctorate","Married"
"6217",1438.3,"Less than $40K",44,89,36,"F","College","Married"
"6218",2973,"$60K - $80K",39,87,26,"M","Uneducated","Single"
"6224",2896,"$40K - $60K",47,85,36,"F","Post-Graduate","Single"
"6225",2157,"$60K - $80K",51,69,43,"M","Graduate","Married"
"6227",13840,"$60K - $80K",43,74,36,"M","College","Married"
"6230",2289,"Less than $40K",45,72,36,"F","Graduate","Married"
"6234",12935,"$80K - $120K",46,61,38,"M","Doctorate","Married"
"6237",2256,"Less than $40K",43,76,26,"F","Post-Graduate","Single"
"6242",5826,"$60K - $80K",48,76,30,"M","Post-Graduate","Single"
"6243",10190,"Less than $40K",39,59,30,"F","Graduate","Single"
"6244",2035,"Less than $40K",45,77,28,"F","Graduate","Single"
"6246",1623,"$60K - $80K",56,74,49,"M","Uneducated","Single"
"6248",4490,"Less than $40K",47,70,40,"F","High School","Married"
"6249",11062,"$60K - $80K",48,72,34,"M","Graduate","Divorced"
"6251",2370,"Less than $40K",52,80,36,"F","College","Single"
"6252",2658,"Less than $40K",35,83,18,"F","College","Single"
"6254",2368,"Less than $40K",44,71,36,"F","Graduate","Single"
"6255",2883,"$40K - $60K",53,53,36,"F","High School","Married"
"6259",7135,"$40K - $60K",43,81,34,"F","Graduate","Married"
"6260",1438.3,"Less than $40K",56,79,43,"F","Graduate","Single"
"6261",3743,"$40K - $60K",48,67,42,"F","High School","Single"
"6263",6059,"$40K - $60K",41,70,32,"M","Doctorate","Married"
"6264",2577,"Less than $40K",47,83,36,"F","Uneducated","Single"
"6265",3761,"Less than $40K",43,79,36,"F","High School","Married"
"6269",4402,"Less than $40K",40,57,35,"M","High School","Married"
"6271",6602,"$40K - $60K",41,82,36,"F","College","Married"
"6273",3455,"$40K - $60K",56,82,44,"F","Doctorate","Single"
"6274",18123,"$60K - $80K",47,80,30,"M","High School","Single"
"6275",2295,"Less than $40K",44,69,26,"F","Post-Graduate","Divorced"
"6276",1518,"$80K - $120K",38,65,19,"M","Graduate","Married"
"6278",1776,"Less than $40K",47,84,27,"F","College","Married"
"6279",1968,"Less than $40K",39,84,33,"F","High School","Married"
"6280",1860,"Less than $40K",48,73,41,"F","Graduate","Single"
"6281",2684,"Less than $40K",53,75,40,"F","Graduate","Divorced"
"6282",2180,"$40K - $60K",51,77,43,"F","Graduate","Single"
"6284",1679,"Less than $40K",38,81,36,"F","Uneducated","Single"
"6286",2888,"Less than $40K",46,61,35,"F","Post-Graduate","Single"
"6287",1871,"$40K - $60K",58,90,46,"F","High School","Married"
"6290",4959,"Less than $40K",42,71,36,"F","Post-Graduate","Married"
"6291",10374,"$80K - $120K",42,63,36,"M","Uneducated","Single"
"6292",1438.3,"Less than $40K",45,79,35,"F","Uneducated","Married"
"6297",2283,"$40K - $60K",43,66,36,"F","Post-Graduate","Single"
"6300",1438.3,"Less than $40K",43,54,28,"F","College","Single"
"6301",1438.3,"Less than $40K",52,80,45,"F","College","Divorced"
"6304",2049,"$60K - $80K",43,70,25,"M","High School","Married"
"6308",3030,"Less than $40K",59,71,48,"F","Post-Graduate","Single"
"6309",2755,"Less than $40K",58,75,39,"F","High School","Single"
"6310",8783,"$80K - $120K",51,83,37,"M","High School","Single"
"6311",1861,"Less than $40K",64,94,36,"M","Graduate","Single"
"6314",17285,"$80K - $120K",49,60,39,"M","Graduate","Married"
"6315",1438.3,"Less than $40K",53,87,40,"F","Uneducated","Single"
"6316",7866,"$60K - $80K",54,55,44,"M","Graduate","Single"
"6317",2190,"Less than $40K",42,77,36,"F","High School","Married"
"6318",4829,"Less than $40K",43,65,30,"F","Graduate","Married"
"6319",3210,"$80K - $120K",46,62,36,"M","Graduate","Divorced"
"6320",1755,"Less than $40K",38,79,32,"F","Graduate","Single"
"6321",1438.3,"$40K - $60K",47,80,37,"F","Graduate","Single"
"6323",6043,"$40K - $60K",47,78,36,"M","Post-Graduate","Married"
"6325",1438.3,"Less than $40K",56,75,48,"F","High School","Married"
"6328",1636,"Less than $40K",47,85,32,"F","Uneducated","Single"
"6332",2019,"Less than $40K",52,59,44,"F","Graduate","Single"
"6337",1849,"$60K - $80K",43,71,35,"M","High School","Single"
"6338",2540,"$80K - $120K",53,80,47,"M","Graduate","Married"
"6340",13565,"Less than $40K",55,69,47,"F","Graduate","Single"
"6342",6062,"$60K - $80K",41,66,36,"M","High School","Married"
"6343",2897,"Less than $40K",47,75,29,"F","Post-Graduate","Married"
"6344",13407,"$60K - $80K",46,84,36,"M","High School","Single"
"6347",2030,"Less than $40K",45,88,34,"F","High School","Married"
"6349",5302,"$80K - $120K",36,74,30,"M","Graduate","Married"
"6351",4328,"Less than $40K",42,72,36,"F","Post-Graduate","Married"
"6352",2238,"Less than $40K",51,79,45,"F","Uneducated","Married"
"6353",2658,"Less than $40K",44,83,36,"F","Graduate","Single"
"6354",9090,"$60K - $80K",47,65,36,"M","Post-Graduate","Single"
"6356",1438.3,"Less than $40K",57,75,36,"F","Graduate","Married"
"6359",2792,"$120K +",51,81,41,"M","Graduate","Divorced"
"6360",2900,"Less than $40K",44,70,32,"F","Post-Graduate","Single"
"6361",2267,"Less than $40K",46,81,33,"F","Graduate","Married"
"6362",4189,"$40K - $60K",52,85,34,"F","Graduate","Married"
"6365",2759,"Less than $40K",59,84,36,"F","Post-Graduate","Single"
"6367",6854,"$60K - $80K",43,72,33,"M","Graduate","Single"
"6369",5293,"$80K - $120K",44,90,34,"M","High School","Divorced"
"6370",1781,"Less than $40K",57,81,49,"F","Graduate","Married"
"6372",34516,"$60K - $80K",55,82,48,"M","Uneducated","Single"
"6377",3123,"Less than $40K",55,81,36,"F","College","Single"
"6378",8374,"$40K - $60K",42,59,19,"M","Graduate","Married"
"6379",15713,"$40K - $60K",48,61,28,"F","High School","Married"
"6384",1630,"Less than $40K",33,67,13,"F","Uneducated","Single"
"6386",22639,"$60K - $80K",48,65,38,"M","Uneducated","Single"
"6387",2452,"Less than $40K",39,63,19,"F","Post-Graduate","Married"
"6390",2586,"Less than $40K",37,73,26,"F","Uneducated","Single"
"6393",1655,"$40K - $60K",54,67,44,"M","Graduate","Married"
"6394",2768,"$40K - $60K",41,86,25,"F","Graduate","Single"
"6396",25658,"$80K - $120K",48,85,42,"M","Graduate","Married"
"6399",1438.3,"Less than $40K",51,70,36,"F","Post-Graduate","Married"
"6402",2441,"$40K - $60K",35,73,22,"F","Graduate","Single"
"6404",2560,"$40K - $60K",50,70,36,"F","Graduate","Married"
"6405",32733,"$80K - $120K",43,54,36,"M","College","Married"
"6409",34516,"$80K - $120K",53,72,48,"M","College","Single"
"6410",1438.3,"$40K - $60K",49,77,39,"M","Doctorate","Married"
"6411",2020,"Less than $40K",45,85,36,"F","High School","Single"
"6415",1994,"$40K - $60K",49,69,36,"F","Post-Graduate","Married"
"6416",3290,"$60K - $80K",44,84,37,"M","Graduate","Divorced"
"6417",3035,"$40K - $60K",52,79,41,"F","Graduate","Single"
"6418",2407,"$40K - $60K",37,86,36,"F","Graduate","Single"
"6422",4311,"Less than $40K",42,94,31,"F","Graduate","Married"
"6423",1931,"Less than $40K",42,66,32,"F","High School","Single"
"6424",3604,"Less than $40K",59,87,36,"M","Graduate","Single"
"6425",2190,"Less than $40K",47,68,34,"F","Graduate","Married"
"6427",3413,"$40K - $60K",46,86,36,"F","High School","Married"
"6429",3595,"Less than $40K",42,84,36,"F","Graduate","Single"
"6430",9036,"$120K +",47,83,41,"M","Graduate","Married"
"6431",2315,"Less than $40K",48,90,31,"F","Graduate","Married"
"6432",34516,"$80K - $120K",44,59,27,"M","Uneducated","Married"
"6433",4008,"Less than $40K",56,71,37,"F","High School","Married"
"6434",3143,"Less than $40K",43,79,30,"F","Graduate","Married"
"6436",2699,"Less than $40K",38,78,28,"F","Graduate","Single"
"6437",1538,"Less than $40K",40,79,36,"F","Graduate","Single"
"6438",5573,"$40K - $60K",48,90,36,"F","Graduate","Married"
